ID|KEYID|KEYSTATUSID|STARTDATE|ENDDATE|OWNERID|PERSONRESPID|NOTE
42901|27219|0|1918-08-28|1918-08-29|0|0|
42902|16339|3|1918-08-29|1918-08-30|1775322|0|
42903|16336|3|1918-08-30|1918-08-31|1775322|0|
42904|16341|3|1918-08-31|1918-09-01|1775322|0|
42905|7994|3|1918-09-01|1918-09-02|1775322|0|
42906|16338|3|1918-09-02|1918-09-03|1805709|0|
42907|16337|3|1918-09-03|1918-09-04|1805709|0|
42908|16340|3|1918-09-04|1918-09-05|1805709|0|
42909|4598|3|1918-09-05|1918-09-06|1805709|0|
42910|20552|3|1918-09-06|1918-09-07|1805709|0|
42911|27226|0|1918-09-07|1918-09-08|0|0|
42912|27227|0|1918-09-08|1918-09-09|0|0|
42913|27228|0|1918-09-09|1918-09-10|0|0|
42914|27227|3|1918-09-10|1918-09-11|1293285|0|
42915|27228|3|1918-09-11|1918-09-12|1293285|0|
42916|27226|3|1918-09-12|1918-09-13|1294202|0|
42917|14032|3|1918-09-13|1918-09-14|1294202|0|
42918|27225|3|1918-09-14|1918-09-15|1294202|0|
42919|27220|3|1918-09-15|1918-09-16|1294202|0|
42920|17063|3|1918-09-16|1918-09-17|1716405|0|
42921|27229|3|1918-09-17|1918-09-18|2032688|0|
42922|7500|3|1918-09-18|1918-09-19|1305791|0|
42923|1056|1|1918-09-19|1918-09-20|0|0|
42924|2552|1|1918-09-20|1918-09-21|0|0|
42925|10224|1|1918-09-21|1918-09-22|0|0|
42926|16363|1|1918-09-22|1918-09-23|0|0|
42927|15219|3|1918-09-23|1918-09-24|1678602|0|
42928|15217|3|1918-09-24|1918-09-25|1140529|0|
42929|27243|0|1918-09-25|1918-09-26|0|0|
42930|27244|0|1918-09-26|1918-09-27|0|0|
42931|27245|0|1918-09-27|1918-09-28|0|0|
42932|27246|0|1918-09-28|1918-09-29|0|0|
42933|27245|0|1918-09-29|1918-09-30|0|0|
42934|3179|1|1918-09-30|1918-10-01|0|0|
42935|25314|1|1918-10-01|1918-10-02|0|0|
42936|26072|1|1918-10-02|1918-10-03|0|0|
42937|26348|1|1918-10-03|1918-10-04|0|0|
42938|1524|1|1918-10-04|1918-10-05|0|0|
42939|1534|1|1918-10-05|1918-10-06|0|0|
42940|1948|1|1918-10-06|1918-10-07|0|0|
42941|3989|1|1918-10-07|1918-10-08|0|0|
42942|25805|1|1918-10-08|1918-10-09|0|0|
42943|25807|1|1918-10-09|1918-10-10|0|0|
42944|15761|0|1918-10-10|1918-10-11|0|0|
42945|19556|0|1918-10-11|1918-10-12|0|0|
42946|25300|3|1918-10-12|1918-10-13|1237893|0|
42947|26072|3|1918-10-13|1918-10-14|1237893|0|
42948|1524|3|1918-10-14|1918-10-15|1237893|0|
42949|26962|3|1918-10-15|1918-10-16|1237893|0|
42950|25731|1|1918-10-16|1918-10-17|0|0|
42951|5318|1|1918-10-17|1918-10-18|0|0|
42952|12355|0|1918-10-18|1918-10-19|0|0|
42953|12359|1|1918-10-19|1918-10-20|0|0|
42954|9491|1|1918-10-20|1918-10-21|0|0|
42955|14022|1|1918-10-21|1918-10-22|0|0|
42956|21080|1|1918-10-22|1918-10-23|0|0|
42957|5408|1|1918-10-23|1918-10-24|0|0|
42958|14198|3|1918-10-24|1918-10-25|1590435|0|
42959|3768|3|1918-10-25|1918-10-26|1590435|0|
42960|7463|3|1918-10-26|1918-10-27|1939258|0|
42961|27072|3|1918-10-27|1918-10-28|1271726|0|
42962|7290|3|1918-10-28|1918-10-29|1271726|0|
42963|27018|3|1918-10-29|1918-10-30|1136987|0|
42964|101|1|1918-10-30|1918-10-31|0|0|
42965|17205|1|1918-10-31|1918-11-01|0|0|
42966|20898|3|1918-11-01|1918-11-02|1506001|0|
42967|2973|3|1918-11-02|1918-11-03|1506001|0|
42968|1505|3|1918-11-03|1918-11-04|1212098|0|
42969|27059|1|1918-11-04|1918-11-05|0|0|
42970|22755|1|1918-11-05|1918-11-06|0|0|
42971|22710|0|1918-11-06|1918-11-07|0|0|
42972|18396|1|1918-11-07|1918-11-08|0|0|
42973|20664|1|1918-11-08|1918-11-09|0|0|
42974|3130|1|1918-11-09|1918-11-10|0|0|
42975|8331|1|1918-11-10|1918-11-11|0|0|
42976|19369|1|1918-11-11|1918-11-12|0|0|
42977|20756|1|1918-11-12|1918-11-13|0|0|
42978|11841|1|1918-11-13|1918-11-14|0|0|
42979|17017|3|1918-11-14|1918-11-15|1859333|0|
42980|17254|1|1918-11-15|1918-11-16|0|0|
42981|7583|1|1918-11-16|1918-11-17|0|0|
42982|27067|1|1918-11-17|1918-11-18|0|0|
42983|27206|1|1918-11-18|1918-11-19|0|0|
42984|27238|1|1918-11-19|1918-11-20|0|0|
42985|22759|3|1918-11-20|1918-11-21|1297890|0|
42986|20626|3|1918-11-21|1918-11-22|1297890|0|
42987|16160|3|1918-11-22|1918-11-23|1829612|0|
42988|27243|3|1918-11-23|1918-11-24|1164826|0|
42989|27244|3|1918-11-24|1918-11-25|1226186|0|
42990|27248|0|1918-11-25|1918-11-26|0|0|
42991|27249|0|1918-11-26|1918-11-27|0|0|
42992|19127|1|1918-11-27|1918-11-28|0|0|
42993|3206|1|1918-11-28|1918-11-29|0|0|
42994|26462|3|1918-11-29|1918-11-30|1357924|0|
42995|19164|1|1918-11-30|1918-12-01|0|0|
42996|27252|3|1918-12-01|1918-12-02|1293280|0|
42997|27253|3|1918-12-02|1918-12-03|1293280|0|
42998|9491|3|1918-12-03|1918-12-04|1240373|0|
42999|27255|0|1918-12-04|1918-12-05|0|0|
43000|27256|0|1918-12-05|1918-12-06|0|0|
43001|27257|0|1918-12-06|1918-12-07|0|0|
43002|9491|1|1918-12-07|1918-12-08|0|0|
43003|9489|3|1918-12-08|1918-12-09|1240373|0|
43004|27258|3|1918-12-09|1918-12-10|1318933|0|
43005|27060|3|1918-12-10|1918-12-11|1293212|0|
43006|926|3|1918-12-11|1918-12-12|2204428|0|
43007|17361|0|1918-12-12|1918-12-13|0|0|
43008|26334|0|1918-12-13|1918-12-14|0|0|
43009|26729|0|1918-12-14|1918-12-15|0|0|
43010|25731|3|1918-12-15|1918-12-16|1159205|0|
43011|26351|3|1918-12-16|1918-12-17|1159205|0|
16900|185|1|1918-12-17|1918-12-18|0|0|
16901|18350|2|1918-12-18|1918-12-19|0|0|
16902|18351|2|1918-12-19|1918-12-20|0|0|
16903|224|3|1918-12-20|1918-12-21|1292922|0|
16904|20138|3|1918-12-21|1918-12-22|1256338|0|
16905|225|1|1918-12-22|1918-12-23|0|0|
16906|20139|1|1918-12-23|1918-12-24|0|0|
16907|226|3|1918-12-24|1918-12-25|1168402|0|
16908|228|1|1918-12-25|1918-12-26|0|0|
16909|229|1|1918-12-26|1918-12-27|0|0|
16910|233|4|1918-12-27|1918-12-28|0|0|
16911|236|1|1918-12-28|1918-12-29|0|0|
16912|237|3|1918-12-29|1918-12-30|1293593|0|
16913|241|3|1918-12-30|1918-12-31|1293599|0|
16914|244|3|1918-12-31|1919-01-01|1293593|0|
16915|242|3|1919-01-01|1919-01-02|1265767|0|
16916|20144|1|1919-01-02|1919-01-03|0|0|
16917|20143|1|1919-01-03|1919-01-04|0|0|
16918|20141|1|1919-01-04|1919-01-05|0|0|
16919|257|3|1919-01-05|1919-01-06|1324726|0|
16920|20145|3|1919-01-06|1919-01-07|1325048|0|
16921|255|1|1919-01-07|1919-01-08|0|0|
16922|256|1|1919-01-08|1919-01-09|0|0|
16923|258|1|1919-01-09|1919-01-10|0|0|
16924|259|3|1919-01-10|1919-01-11|1306762|0|
16925|260|1|1919-01-11|1919-01-12|0|0|
16926|262|1|1919-01-12|1919-01-13|0|0|
16927|263|1|1919-01-13|1919-01-14|0|0|
16928|264|3|1919-01-14|1919-01-15|1204652|0|
16929|268|3|1919-01-15|1919-01-16|1293210|0|
16930|272|1|1919-01-16|1919-01-17|0|0|
16931|274|1|1919-01-17|1919-01-18|0|0|
16932|275|1|1919-01-18|1919-01-19|0|0|
16933|20146|1|1919-01-19|1919-01-20|0|0|
16934|20147|1|1919-01-20|1919-01-21|0|0|
16935|187|1|1919-01-21|1919-01-22|0|0|
16936|196|3|1919-01-22|1919-01-23|1265767|0|
16937|199|3|1919-01-23|1919-01-24|1580270|0|
16938|203|4|1919-01-24|1919-01-25|0|0|
16939|200|1|1919-01-25|1919-01-26|0|0|
16940|201|1|1919-01-26|1919-01-27|0|0|
16941|208|3|1919-01-27|1919-01-28|1296586|0|
16942|214|3|1919-01-28|1919-01-29|1293210|0|
16943|211|3|1919-01-29|1919-01-30|1296586|0|
16944|215|3|1919-01-30|1919-01-31|1218440|0|
16945|217|1|1919-01-31|1919-02-01|0|0|
16946|223|1|1919-02-01|1919-02-02|0|0|
16947|20136|1|1919-02-02|1919-02-03|0|0|
16948|20137|1|1919-02-03|1919-02-04|0|0|
16949|279|1|1919-02-04|1919-02-05|0|0|
16950|284|1|1919-02-05|1919-02-06|0|0|
16951|285|4|1919-02-06|1919-02-07|0|0|
16952|283|1|1919-02-07|1919-02-08|0|0|
16953|287|1|1919-02-08|1919-02-09|0|0|
16954|286|1|1919-02-09|1919-02-10|0|0|
16955|20149|3|1919-02-10|1919-02-11|1230363|0|
16956|16883|1|1919-02-11|1919-02-12|0|0|
16957|16884|1|1919-02-12|1919-02-13|0|0|
16958|16885|1|1919-02-13|1919-02-14|0|0|
16959|16886|1|1919-02-14|1919-02-15|0|0|
16960|294|1|1919-02-15|1919-02-16|0|0|
16961|293|1|1919-02-16|1919-02-17|0|0|
16962|291|1|1919-02-17|1919-02-18|0|0|
16963|292|1|1919-02-18|1919-02-19|0|0|
16964|295|1|1919-02-19|1919-02-20|0|0|
16965|296|1|1919-02-20|1919-02-21|0|0|
16966|297|1|1919-02-21|1919-02-22|0|0|
16967|298|1|1919-02-22|1919-02-23|0|0|
16968|308|1|1919-02-23|1919-02-24|0|0|
16969|318|4|1919-02-24|1919-02-25|0|0|
16970|324|1|1919-02-25|1919-02-26|0|0|
16971|336|3|1919-02-26|1919-02-27|1273213|0|
16972|337|3|1919-02-27|1919-02-28|1293414|0|
16973|355|1|1919-02-28|1919-03-01|0|0|
16974|356|1|1919-03-01|1919-03-02|0|0|
16975|357|1|1919-03-02|1919-03-03|0|0|
16976|358|1|1919-03-03|1919-03-04|0|0|
16977|361|1|1919-03-04|1919-03-05|0|0|
16978|363|1|1919-03-05|1919-03-06|0|0|
16979|362|1|1919-03-06|1919-03-07|0|0|
16980|369|3|1919-03-07|1919-03-08|1293024|0|
16981|371|1|1919-03-08|1919-03-09|0|0|
16982|368|3|1919-03-09|1919-03-10|1293374|0|
16983|370|2|1919-03-10|1919-03-11|0|0|
16984|372|1|1919-03-11|1919-03-12|0|0|
16985|373|1|1919-03-12|1919-03-13|0|0|
16986|375|1|1919-03-13|1919-03-14|0|0|
16987|376|1|1919-03-14|1919-03-15|0|0|
16988|378|1|1919-03-15|1919-03-16|0|0|
16989|379|1|1919-03-16|1919-03-17|0|0|
16990|377|1|1919-03-17|1919-03-18|0|0|
16991|381|1|1919-03-18|1919-03-19|0|0|
16992|384|1|1919-03-19|1919-03-20|0|0|
16993|385|1|1919-03-20|1919-03-21|0|0|
16994|388|1|1919-03-21|1919-03-22|0|0|
16995|597|3|1919-03-22|1919-03-23|1293278|0|
16996|594|3|1919-03-23|1919-03-24|1297835|0|
16997|601|3|1919-03-24|1919-03-25|1322409|0|
16998|603|3|1919-03-25|1919-03-26|1317765|0|
16999|599|3|1919-03-26|1919-03-27|1285782|0|
17000|600|4|1919-03-27|1919-03-28|0|0|
17001|606|3|1919-03-28|1919-03-29|1197255|0|
17002|605|3|1919-03-29|1919-03-30|1293523|0|
17003|595|1|1919-03-30|1919-03-31|0|0|
17004|607|3|1919-03-31|1919-04-01|1293001|0|
17005|18946|3|1919-04-01|1919-04-02|1293265|0|
17006|18947|2|1919-04-02|1919-04-03|0|0|
17007|18949|2|1919-04-03|1919-04-04|0|0|
17008|18944|2|1919-04-04|1919-04-05|0|0|
17009|18942|3|1919-04-05|1919-04-06|1591258|0|
17010|18936|3|1919-04-06|1919-04-07|1293032|0|
17011|18923|3|1919-04-07|1919-04-08|1293538|0|
17012|18938|3|1919-04-08|1919-04-09|1658579|0|
17013|18932|3|1919-04-09|1919-04-10|1155154|0|
17014|18926|3|1919-04-10|1919-04-11|1296354|0|
17015|18927|3|1919-04-11|1919-04-12|1293278|0|
17016|18928|3|1919-04-12|1919-04-13|1297346|0|
17017|18924|3|1919-04-13|1919-04-14|1292844|0|
17018|18930|3|1919-04-14|1919-04-15|1909135|0|
17019|18922|3|1919-04-15|1919-04-16|1870205|0|
17020|18941|3|1919-04-16|1919-04-17|1289570|0|
17021|19508|3|1919-04-17|1919-04-18|1242437|0|
17022|19509|3|1919-04-18|1919-04-19|1293590|0|
17023|19510|3|1919-04-19|1919-04-20|1202248|0|
17024|19511|3|1919-04-20|1919-04-21|1247635|0|
17025|19512|3|1919-04-21|1919-04-22|1289570|0|
17026|19513|3|1919-04-22|1919-04-23|1293399|0|
17027|19515|3|1919-04-23|1919-04-24|1266266|0|
17028|19507|3|1919-04-24|1919-04-25|1121671|0|
17029|19517|3|1919-04-25|1919-04-26|1252960|0|
17030|19445|3|1919-04-26|1919-04-27|1251001|0|
17031|19446|3|1919-04-27|1919-04-28|1322409|0|
17032|19447|3|1919-04-28|1919-04-29|1293278|0|
17033|19697|3|1919-04-29|1919-04-30|1300943|0|
17034|19698|3|1919-04-30|1919-05-01|1137004|0|
17035|19649|3|1919-05-01|1919-05-02|1255032|0|
17036|15977|1|1919-05-02|1919-05-03|0|0|
17037|15979|2|1919-05-03|1919-05-04|0|0|
17038|18234|3|1919-05-04|1919-05-05|1324726|0|
17039|18235|3|1919-05-05|1919-05-06|1292850|0|
17040|18227|2|1919-05-06|1919-05-07|0|0|
17041|18229|3|1919-05-07|1919-05-08|1327377|0|
17042|18232|3|1919-05-08|1919-05-09|1313651|0|
17043|18238|3|1919-05-09|1919-05-10|1298034|0|
17044|622|3|1919-05-10|1919-05-11|1269223|0|
17045|633|3|1919-05-11|1919-05-12|1322268|0|
17046|613|1|1919-05-12|1919-05-13|0|0|
17047|630|2|1919-05-13|1919-05-14|0|0|
17048|635|3|1919-05-14|1919-05-15|1315572|0|
17049|625|3|1919-05-15|1919-05-16|1232396|0|
17050|621|4|1919-05-16|1919-05-17|0|0|
17051|639|2|1919-05-17|1919-05-18|0|0|
17052|624|4|1919-05-18|1919-05-19|0|0|
17053|631|2|1919-05-19|1919-05-20|0|0|
17054|623|4|1919-05-20|1919-05-21|0|0|
17055|618|2|1919-05-21|1919-05-22|0|0|
17056|629|2|1919-05-22|1919-05-23|0|0|
17057|614|4|1919-05-23|1919-05-24|0|0|
17058|651|3|1919-05-24|1919-05-25|1228247|0|
17059|617|4|1919-05-25|1919-05-26|0|0|
17060|628|4|1919-05-26|1919-05-27|0|0|
17061|627|4|1919-05-27|1919-05-28|0|0|
17062|644|3|1919-05-28|1919-05-29|1257046|0|
17063|650|3|1919-05-29|1919-05-30|1327153|0|
17064|20153|2|1919-05-30|1919-05-31|0|0|
17065|657|3|1919-05-31|1919-06-01|1293062|0|
17066|654|1|1919-06-01|1919-06-02|0|0|
17067|660|4|1919-06-02|1919-06-03|0|0|
17068|663|4|1919-06-03|1919-06-04|0|0|
17069|665|1|1919-06-04|1919-06-05|0|0|
17070|662|1|1919-06-05|1919-06-06|0|0|
17071|666|1|1919-06-06|1919-06-07|0|0|
17072|672|1|1919-06-07|1919-06-08|0|0|
17073|668|4|1919-06-08|1919-06-09|0|0|
17074|674|4|1919-06-09|1919-06-10|0|0|
17075|675|3|1919-06-10|1919-06-11|1194140|0|
17076|676|1|1919-06-11|1919-06-12|0|0|
17077|677|1|1919-06-12|1919-06-13|0|0|
17078|679|5|1919-06-13|1919-06-14|0|0|
17079|682|3|1919-06-14|1919-06-15|1192973|0|
17080|689|3|1919-06-15|1919-06-16|1299025|0|
17081|690|3|1919-06-16|1919-06-17|1120604|0|
17082|701|3|1919-06-17|1919-06-18|1196125|0|
17083|712|3|1919-06-18|1919-06-19|1274768|0|
17084|719|3|1919-06-19|1919-06-20|1303184|0|
17085|703|3|1919-06-20|1919-06-21|1269224|0|
17086|713|3|1919-06-21|1919-06-22|1293225|0|
17087|724|2|1919-06-22|1919-06-23|0|0|
17088|723|2|1919-06-23|1919-06-24|0|0|
17089|722|2|1919-06-24|1919-06-25|0|0|
17090|704|2|1919-06-25|1919-06-26|0|0|
17091|710|2|1919-06-26|1919-06-27|0|0|
17092|697|3|1919-06-27|1919-06-28|1293037|0|
17093|731|3|1919-06-28|1919-06-29|1288151|0|
17094|742|3|1919-06-29|1919-06-30|1251002|0|
17095|743|1|1919-06-30|1919-07-01|0|0|
17096|745|3|1919-07-01|1919-07-02|1303184|0|
17097|760|4|1919-07-02|1919-07-03|0|0|
17098|737|4|1919-07-03|1919-07-04|0|0|
17099|736|4|1919-07-04|1919-07-05|0|0|
17100|741|2|1919-07-05|1919-07-06|0|0|
17101|762|1|1919-07-06|1919-07-07|0|0|
17102|764|4|1919-07-07|1919-07-08|0|0|
17103|763|3|1919-07-08|1919-07-09|1196125|0|
17104|782|3|1919-07-09|1919-07-10|1295524|0|
17105|773|3|1919-07-10|1919-07-11|1293037|0|
17106|780|4|1919-07-11|1919-07-12|0|0|
17107|783|3|1919-07-12|1919-07-13|1247170|0|
17108|775|4|1919-07-13|1919-07-14|0|0|
17109|20154|3|1919-07-14|1919-07-15|1269224|0|
17110|20157|3|1919-07-15|1919-07-16|1288151|0|
17111|786|1|1919-07-16|1919-07-17|0|0|
17112|787|3|1919-07-17|1919-07-18|1144591|0|
17113|788|1|1919-07-18|1919-07-19|0|0|
17114|789|1|1919-07-19|1919-07-20|0|0|
17115|790|1|1919-07-20|1919-07-21|0|0|
17116|793|1|1919-07-21|1919-07-22|0|0|
17117|796|1|1919-07-22|1919-07-23|0|0|
17118|798|1|1919-07-23|1919-07-24|0|0|
17119|792|4|1919-07-24|1919-07-25|0|0|
17120|799|4|1919-07-25|1919-07-26|0|0|
17121|803|1|1919-07-26|1919-07-27|0|0|
17122|800|1|1919-07-27|1919-07-28|0|0|
17123|802|1|1919-07-28|1919-07-29|0|0|
17124|804|1|1919-07-29|1919-07-30|0|0|
17125|805|1|1919-07-30|1919-07-31|0|0|
17126|806|1|1919-07-31|1919-08-01|0|0|
17127|807|1|1919-08-01|1919-08-02|0|0|
17128|811|1|1919-08-02|1919-08-03|0|0|
17129|808|1|1919-08-03|1919-08-04|0|0|
17130|812|4|1919-08-04|1919-08-05|0|0|
17131|814|3|1919-08-05|1919-08-06|1321118|0|
17132|815|4|1919-08-06|1919-08-07|0|0|
17133|827|1|1919-08-07|1919-08-08|0|0|
17134|822|1|1919-08-08|1919-08-09|0|0|
17135|828|3|1919-08-09|1919-08-10|1299382|0|
17136|826|1|1919-08-10|1919-08-11|0|0|
17137|829|3|1919-08-11|1919-08-12|1272101|0|
17138|830|1|1919-08-12|1919-08-13|0|0|
17139|824|1|1919-08-13|1919-08-14|0|0|
17140|823|4|1919-08-14|1919-08-15|0|0|
17141|825|4|1919-08-15|1919-08-16|0|0|
17142|832|1|1919-08-16|1919-08-17|0|0|
17143|835|1|1919-08-17|1919-08-18|0|0|
17144|837|3|1919-08-18|1919-08-19|1293291|0|
17145|838|3|1919-08-19|1919-08-20|1313124|0|
17146|839|1|1919-08-20|1919-08-21|0|0|
17147|841|1|1919-08-21|1919-08-22|0|0|
17148|842|1|1919-08-22|1919-08-23|0|0|
17149|849|2|1919-08-23|1919-08-24|0|0|
17150|846|1|1919-08-24|1919-08-25|0|0|
17151|848|3|1919-08-25|1919-08-26|1260224|0|
17152|847|3|1919-08-26|1919-08-27|1310532|0|
17153|845|4|1919-08-27|1919-08-28|0|0|
17154|851|1|1919-08-28|1919-08-29|0|0|
17155|850|1|1919-08-29|1919-08-30|0|0|
17156|855|3|1919-08-30|1919-08-31|1307252|0|
17157|857|4|1919-08-31|1919-09-01|0|0|
17158|863|3|1919-09-01|1919-09-02|1184031|0|
17159|861|3|1919-09-02|1919-09-03|1265767|0|
17160|864|3|1919-09-03|1919-09-04|1218353|0|
17161|865|1|1919-09-04|1919-09-05|0|0|
17162|869|1|1919-09-05|1919-09-06|0|0|
17163|867|4|1919-09-06|1919-09-07|0|0|
17164|868|1|1919-09-07|1919-09-08|0|0|
17165|870|3|1919-09-08|1919-09-09|1295225|0|
17166|872|1|1919-09-09|1919-09-10|0|0|
17167|875|1|1919-09-10|1919-09-11|0|0|
17168|876|1|1919-09-11|1919-09-12|0|0|
17169|881|3|1919-09-12|1919-09-13|1305792|0|
17170|878|3|1919-09-13|1919-09-14|1303185|0|
17171|883|3|1919-09-14|1919-09-15|1156772|0|
17172|880|4|1919-09-15|1919-09-16|0|0|
17173|885|3|1919-09-16|1919-09-17|1272103|0|
17174|886|2|1919-09-17|1919-09-18|0|0|
17175|888|3|1919-09-18|1919-09-19|1228072|0|
17176|889|1|1919-09-19|1919-09-20|0|0|
17177|890|1|1919-09-20|1919-09-21|0|0|
17178|891|1|1919-09-21|1919-09-22|0|0|
17179|892|1|1919-09-22|1919-09-23|0|0|
17180|893|1|1919-09-23|1919-09-24|0|0|
17181|894|1|1919-09-24|1919-09-25|0|0|
17182|895|1|1919-09-25|1919-09-26|0|0|
17183|896|1|1919-09-26|1919-09-27|0|0|
17184|897|1|1919-09-27|1919-09-28|0|0|
17185|898|1|1919-09-28|1919-09-29|0|0|
17186|899|1|1919-09-29|1919-09-30|0|0|
17187|900|1|1919-09-30|1919-10-01|0|0|
17188|901|1|1919-10-01|1919-10-02|0|0|
17189|902|1|1919-10-02|1919-10-03|0|0|
17190|903|1|1919-10-03|1919-10-04|0|0|
17191|904|1|1919-10-04|1919-10-05|0|0|
17192|905|1|1919-10-05|1919-10-06|0|0|
17193|906|1|1919-10-06|1919-10-07|0|0|
17194|907|1|1919-10-07|1919-10-08|0|0|
17195|908|1|1919-10-08|1919-10-09|0|0|
17196|909|1|1919-10-09|1919-10-10|0|0|
17197|910|1|1919-10-10|1919-10-11|0|0|
17198|911|1|1919-10-11|1919-10-12|0|0|
17199|912|3|1919-10-12|1919-10-13|1292987|0|
17200|914|1|1919-10-13|1919-10-14|0|0|
17201|915|1|1919-10-14|1919-10-15|0|0|
17202|916|3|1919-10-15|1919-10-16|1277015|0|
17203|917|1|1919-10-16|1919-10-17|0|0|
17204|918|1|1919-10-17|1919-10-18|0|0|
17205|919|1|1919-10-18|1919-10-19|0|0|
17206|920|1|1919-10-19|1919-10-20|0|0|
17207|921|1|1919-10-20|1919-10-21|0|0|
17208|922|1|1919-10-21|1919-10-22|0|0|
17209|923|1|1919-10-22|1919-10-23|0|0|
17210|924|1|1919-10-23|1919-10-24|0|0|
17211|925|1|1919-10-24|1919-10-25|0|0|
17212|929|3|1919-10-25|1919-10-26|1295706|0|
17213|930|3|1919-10-26|1919-10-27|1202129|0|
17214|933|3|1919-10-27|1919-10-28|1144570|0|
17215|936|3|1919-10-28|1919-10-29|1293039|0|
17216|937|1|1919-10-29|1919-10-30|0|0|
17217|940|3|1919-10-30|1919-10-31|1293039|0|
17218|941|3|1919-10-31|1919-11-01|1295224|0|
17219|944|2|1919-11-01|1919-11-02|0|0|
17220|945|3|1919-11-02|1919-11-03|1202129|0|
17221|17228|1|1919-11-03|1919-11-04|0|0|
17222|17229|1|1919-11-04|1919-11-05|0|0|
17223|17230|1|1919-11-05|1919-11-06|0|0|
17224|17231|1|1919-11-06|1919-11-07|0|0|
17225|954|4|1919-11-07|1919-11-08|0|0|
17226|949|1|1919-11-08|1919-11-09|0|0|
17227|952|1|1919-11-09|1919-11-10|0|0|
17228|956|1|1919-11-10|1919-11-11|0|0|
17229|953|1|1919-11-11|1919-11-12|0|0|
17230|955|1|1919-11-12|1919-11-13|0|0|
17231|957|1|1919-11-13|1919-11-14|0|0|
17232|958|1|1919-11-14|1919-11-15|0|0|
17233|951|4|1919-11-15|1919-11-16|0|0|
17234|950|4|1919-11-16|1919-11-17|0|0|
17235|959|3|1919-11-17|1919-11-18|1303013|0|
17236|960|1|1919-11-18|1919-11-19|0|0|
17237|962|3|1919-11-19|1919-11-20|1293292|0|
17238|965|1|1919-11-20|1919-11-21|0|0|
17239|966|1|1919-11-21|1919-11-22|0|0|
17240|967|1|1919-11-22|1919-11-23|0|0|
17241|968|1|1919-11-23|1919-11-24|0|0|
17242|963|1|1919-11-24|1919-11-25|0|0|
17243|964|4|1919-11-25|1919-11-26|0|0|
17244|971|1|1919-11-26|1919-11-27|0|0|
17245|972|1|1919-11-27|1919-11-28|0|0|
17246|973|1|1919-11-28|1919-11-29|0|0|
17247|974|1|1919-11-29|1919-11-30|0|0|
17248|980|3|1919-11-30|1919-12-01|1184030|0|
17249|979|3|1919-12-01|1919-12-02|1295593|0|
17250|981|1|1919-12-02|1919-12-03|0|0|
17251|982|1|1919-12-03|1919-12-04|0|0|
17252|978|1|1919-12-04|1919-12-05|0|0|
17253|976|1|1919-12-05|1919-12-06|0|0|
17254|983|5|1919-12-06|1919-12-07|0|0|
17255|987|3|1919-12-07|1919-12-08|1216644|0|
17256|16316|2|1919-12-08|1919-12-09|0|0|
17257|17970|1|1919-12-09|1919-12-10|0|0|
17258|17969|3|1919-12-10|1919-12-11|1405912|0|
17259|17966|2|1919-12-11|1919-12-12|0|0|
17260|17961|3|1919-12-12|1919-12-13|1299025|0|
17261|17963|2|1919-12-13|1919-12-14|0|0|
17262|17964|2|1919-12-14|1919-12-15|0|0|
17263|17965|3|1919-12-15|1919-12-16|1169234|0|
17264|17967|3|1919-12-16|1919-12-17|1528753|0|
17265|17968|2|1919-12-17|1919-12-18|0|0|
17266|17971|2|1919-12-18|1919-12-19|0|0|
17267|17972|2|1919-12-19|1919-12-20|0|0|
17268|17974|2|1919-12-20|1919-12-21|0|0|
17269|18597|2|1919-12-21|1919-12-22|0|0|
17270|18402|3|1919-12-22|1919-12-23|1299572|0|
17271|18403|3|1919-12-23|1919-12-24|1299572|0|
17272|18404|3|1919-12-24|1919-12-25|1299572|0|
17273|18405|3|1919-12-25|1919-12-26|1299572|0|
17274|18406|3|1919-12-26|1919-12-27|1299572|0|
17275|18408|3|1919-12-27|1919-12-28|1299572|0|
17276|18409|3|1919-12-28|1919-12-29|1299572|0|
17277|18410|3|1919-12-29|1919-12-30|1299572|0|
17278|18412|3|1919-12-30|1919-12-31|1299572|0|
17279|18413|3|1919-12-31|1920-01-01|1299572|0|
17280|18414|3|1920-01-01|1920-01-02|1299572|0|
17281|18415|3|1920-01-02|1920-01-03|1299572|0|
17282|18416|3|1920-01-03|1920-01-04|1299572|0|
17283|18417|3|1920-01-04|1920-01-05|1230363|0|
17284|18420|2|1920-01-05|1920-01-06|0|0|
17285|18421|3|1920-01-06|1920-01-07|1299572|0|
17286|18422|3|1920-01-07|1920-01-08|1299572|0|
17287|19656|3|1920-01-08|1920-01-09|1334456|0|
17288|19657|3|1920-01-09|1920-01-10|1320338|0|
17289|19658|3|1920-01-10|1920-01-11|1289538|0|
17290|19659|3|1920-01-11|1920-01-12|1129386|0|
17291|19661|2|1920-01-12|1920-01-13|0|0|
17292|19662|3|1920-01-13|1920-01-14|1293465|0|
17293|18646|2|1920-01-14|1920-01-15|0|0|
17294|18638|3|1920-01-15|1920-01-16|1317765|0|
17295|18641|3|1920-01-16|1920-01-17|1293546|0|
17296|18643|3|1920-01-17|1920-01-18|1293374|0|
17297|18639|3|1920-01-18|1920-01-19|1310352|0|
17298|18642|3|1920-01-19|1920-01-20|1293279|0|
17299|18640|3|1920-01-20|1920-01-21|1338424|0|
17300|18644|3|1920-01-21|1920-01-22|1293017|0|
