ID|NUMBER|KEYTYPEID
24621|0|926
24622|0|3324
24623|0|3756
24624|0|3613
24625|0|2232
24626|0|4047
24627|0|4080
24628|0|1653
24629|0|399
24630|0|1765
24631|0|4079
24632|0|4012
24633|0|4013
24634|0|926
24635|0|3123
24636|0|3698
24637|0|2350
24638|0|4125
24639|0|3316
24640|0|4068
24641|0|926
24642|0|208
24643|0|926
24644|0|3250
24645|0|926
24646|0|926
24647|0|4161
24648|0|4162
24649|0|4161
24650|0|4162
24651|0|4163
24652|0|4155
24653|0|4155
24654|0|4155
24655|0|4099
24656|0|3613
24657|0|926
24658|0|4166
24659|0|4166
24660|0|4166
24661|0|3912
24662|0|3911
24663|0|1562
24664|0|4177
24665|0|4178
24666|0|4178
24667|0|4180
24668|0|4180
24669|0|4180
24670|0|533
24671|0|926
24672|0|926
24673|0|4187
24674|0|4187
24675|0|926
24676|0|4193
24677|0|1666
24678|0|1666
24679|0|205
24680|0|2404
24681|0|1696
24682|0|4197
24683|0|4197
24684|0|4197
24685|0|4197
24686|0|4197
24687|0|4197
24688|0|926
24689|0|926
24690|0|926
24691|0|1666
24692|0|1276
24693|0|776
24694|0|881
24695|0|881
24696|0|4155
24697|0|1258
24698|0|1855
24699|0|3765
24700|0|4200
24701|0|4201
24702|0|1794
24703|0|4207
24704|0|4128
24705|0|536
24706|0|536
24707|0|208
24708|0|3997
24709|0|2544
24710|0|2435
24711|0|1046
24712|0|3188
24713|0|4216
24714|0|4216
24715|0|955
24716|0|2025
24717|0|4218
24718|0|4219
24719|0|3059
24720|0|4220
24721|0|868
24722|0|2544
24723|0|1256
24724|0|926
24725|0|926
24726|0|926
24727|0|872
24728|0|3181
24729|0|3613
24730|0|4224
24731|0|4224
24732|0|926
24733|0|2141
24734|0|2141
24735|0|2141
24736|0|2141
24737|0|2141
24738|0|2141
24739|0|2141
24740|0|2141
24741|0|2141
24742|0|2141
24743|0|952
24744|0|4226
24745|0|3729
24746|0|872
24747|0|3911
24748|0|872
24749|0|872
24750|0|872
24751|0|872
24752|0|2216
24753|0|4175
24754|0|4229
24755|0|4232
24756|0|924
24757|0|1066
24758|0|4238
24759|0|1566
24760|4|4408
24761|0|1870
24762|0|1870
24763|0|1870
24764|0|1105
24765|0|4247
24766|0|4247
24767|0|4248
24768|0|4248
24769|0|4249
24770|0|4249
24771|0|542
24772|0|542
24773|0|3190
24774|0|352
24775|0|3041
24776|0|926
24777|0|926
24778|0|2689
24779|0|3056
24780|0|4120
24781|0|4120
24782|0|4120
24783|0|4120
24784|0|4120
24785|0|926
24786|0|2640
24787|0|4211
24788|0|1041
24789|0|4013
24790|0|783
24791|0|431
24792|0|3912
24793|0|1562
24794|0|3149
24795|0|3800
24796|0|3800
24797|0|3800
24798|0|3731
24799|0|352
24800|0|1019
24801|0|3606
24802|0|4275
24803|0|2544
24804|0|925
24805|0|2662
24806|0|1562
24807|0|3480
24808|0|2210
24809|0|2210
24810|0|4055
24811|0|3049
24812|0|2586
24813|0|3543
24814|0|2586
24815|0|3292
24816|0|748
24817|0|3112
24818|0|3898
24819|0|3898
24820|0|3898
24821|0|2702
24822|0|1513
24823|0|926
24824|0|1998
24825|0|926
24826|0|1266
24827|0|4181
24828|0|704
24829|0|2141
24830|0|1057
24831|0|704
24832|0|1685
24833|0|1050
24834|0|926
24835|0|1066
24836|0|781
24837|0|1493
24838|0|1487
24839|0|1487
24840|0|48
24841|0|2426
24842|0|2661
24843|0|2003
24844|0|4256
24845|0|4143
24846|0|3695
24847|0|3694
24848|0|1019
24849|0|3697
24850|20|3785
24851|21|3785
24852|0|3748
24853|0|1730
24854|0|926
24855|11|4252
24856|0|2233
24857|0|1694
24858|0|3670
24859|0|3084
24860|0|2964
24861|0|3446
24862|0|4001
24863|0|3668
24864|0|1685
24865|0|3230
24866|0|3006
24867|0|4092
24868|0|3482
24869|0|4159
24870|0|1660
24871|0|533
24872|0|4152
24873|0|2447
24874|0|872
24875|0|3440
24876|0|3060
24877|0|2141
24878|0|1595
24879|0|3118
24880|0|2329
24881|40|4307
24882|0|1256
24883|0|2141
24884|0|3320
24885|0|3014
24886|0|3968
24887|0|3794
24888|0|4272
24889|0|926
24890|6|1998
24891|18|1102
24892|25|221
24893|1|4340
24894|2|4340
24895|4|4340
24896|0|3941
24897|0|4308
24898|0|4308
24899|51|4293
24900|3|4298
24901|12|4289
24902|15|4291
24903|25|4287
24904|4|4291
24905|3|4282
24906|0|1119
24907|7|4370
24908|0|4308
24909|0|4302
24910|10|4298
24911|25|4297
24912|36|4282
24913|0|4348
24914|74|4296
24915|3|4340
24916|0|4308
24917|1|4309
24918|2|4391
24919|97|4298
24920|29|4296
24921|0|4302
24922|53|4282
24923|0|4302
24924|35|4297
24925|0|4302
24926|0|4308
24927|0|4350
24928|0|4308
24929|0|4308
24930|0|4302
24931|64|4282
24932|7|4359
24933|8|4291
24934|9|4309
24935|0|4302
24936|34|4298
24937|0|3941
24938|0|4308
24939|31|4296
24940|0|4302
24941|52|4282
24942|6|4287
24943|28|4282
24944|7|4297
24945|0|4302
24946|32|4296
24947|0|4302
24948|49|4282
24949|18|4284
24950|0|4279
24951|0|4279
24952|28|4298
24953|0|4308
24954|67|4293
24955|30|4282
24956|19|4296
24957|10|345
24958|0|4302
24959|8|4305
24960|12|4292
24961|15|4297
24962|71|4298
24963|11|4292
24964|24|4287
24965|0|4302
24966|7|4338
24967|27|4282
24968|3|4343
24969|1|4343
24970|0|4308
24971|0|4308
24972|1|4359
24973|0|4308
24974|0|4308
24975|5|4307
24976|37|4282
24977|0|4279
24978|0|4302
24979|0|4308
24980|2|4283
24981|2|4282
24982|8|4309
24983|59|4296
24984|0|4308
24985|0|4308
24986|0|4308
24987|0|4308
24988|0|4308
24989|0|4308
24990|5|2867
24991|13|4283
24992|0|1119
24993|61|4282
24994|8|4370
24995|12|4287
24996|4|4289
24997|0|4308
24998|0|4352
24999|0|4352
25000|0|4352
25001|0|4308
25002|16|4290
25003|104|4282
25004|135|4282
25005|1|4337
25006|0|4308
25007|0|4308
25008|99|4293
25009|57|4298
25010|0|4308
25011|0|4279
25012|4|4343
25013|2|4343
25014|97|4293
25015|0|4302
25016|6|4283
25017|6|4282
25018|0|4302
25019|18|4282
25020|14|4283
25021|0|4358
25022|0|4302
25023|0|4308
25024|0|1119
25025|0|1119
25026|0|4308
25027|0|4302
25028|0|4282
25029|0|1119
25030|43|4282
25031|0|4308
25032|0|1119
25033|2|4300
25034|5|4283
25035|4|4282
25036|5|4282
25037|0|4308
25038|51|4282
25039|0|4279
25040|0|4302
25041|3|4296
25042|0|4308
25043|56|4282
25044|0|4308
25045|0|4302
25046|57|4282
25047|1|4296
25048|0|4302
25049|0|4302
25050|3|4301
25051|3|4356
25052|0|1119
25053|22|4297
25054|0|4318
25055|0|1119
25056|39|4282
25057|0|1119
25058|0|4308
25059|8|3406
25060|0|4308
25061|13|4291
25062|10|4289
25063|7|4289
25064|8|4298
25065|1|4331
25066|0|4302
25067|0|4308
25068|0|4302
25069|0|4308
25070|0|4308
25071|0|4348
25072|0|4358
25073|0|3941
25074|2|4331
25075|3|4331
25076|83|4282
25077|74|4293
25078|1|4354
25079|0|4302
25080|13|4297
25081|11|4289
25082|73|4298
25083|0|4308
25084|0|4279
25085|2|4357
25086|3|4357
25087|4|4357
25088|5|4357
25089|0|4308
25090|8|4359
25091|1|4346
25092|3|4346
25093|4|4346
25094|5|4346
25095|7|4296
25096|78|4282
25097|0|4302
25098|0|4295
25099|11|4296
25100|0|4302
25101|0|4308
25102|0|4302
25103|0|3941
25104|16|4291
25105|0|3941
25106|0|4308
25107|11|4297
25108|0|3941
25109|0|4358
25110|0|4308
25111|0|4302
25112|0|3941
25113|23|4298
25114|9|4298
25115|18|4297
25116|9|4370
25117|48|4282
25118|0|4302
25119|33|4296
25120|40|4296
25121|55|4282
25122|16|4298
25123|11|4287
25124|0|4308
25125|37|4298
25126|15|4289
25127|0|4302
25128|0|4352
25129|0|1119
25130|0|4308
25131|14|4297
25132|0|4302
25133|24|4296
25134|0|4302
25135|0|4302
25136|0|4308
25137|69|4296
25138|0|3941
25139|5|4289
25140|4|4345
25141|0|4308
25142|0|4318
25143|26|4287
25144|0|4302
25145|21|4298
25146|35|4296
25147|62|4282
25148|0|4308
25149|0|4302
25150|8|4296
25151|34|4282
25152|10|4296
25153|0|4302
25154|0|4308
25155|29|4298
25156|30|4298
25157|0|4308
25158|2|4288
25159|0|4308
25160|0|4308
25161|27|4287
25162|0|4308
25163|0|3941
25164|0|2043
25165|114|4282
25166|0|4308
25167|54|4282
25168|3|4307
25169|0|4279
25170|0|4308
25171|0|4308
25172|0|4302
25173|16|4297
25174|0|4308
25175|0|4360
25176|0|3941
25177|0|4360
25178|0|1119
25179|0|4308
25180|0|4308
25181|109|4282
25182|71|4296
25183|48|4293
25184|28|4293
25185|61|4293
25186|0|4308
25187|0|4308
25188|0|4308
25189|2|4297
25190|0|4302
25191|0|1119
25192|0|4308
25193|25|4296
25194|41|4282
25195|3|4287
25196|59|4298
25197|6|4307
25198|5|4347
25199|2|4347
25200|0|3941
25201|4|4305
25202|0|3941
25203|8|4290
25204|6|4298
25205|0|4302
25206|63|4293
25207|58|4293
25208|0|3941
25209|0|4308
25210|0|1119
25211|10|4370
25212|6|4284
25213|0|4302
25214|0|4308
25215|26|4282
25216|20|4284
25217|0|4302
25218|19|4283
25219|4|4300
25220|69|4282
25221|0|4308
25222|0|4308
25223|2|4337
25224|0|4308
25225|0|4308
25226|0|4308
25227|7|4287
25228|0|4308
25229|0|4302
25230|51|4298
25231|1|4334
25232|2|4334
25233|0|4308
25234|0|3941
25235|11|4283
25236|0|4302
25237|68|4282
25238|6|4300
25239|0|4302
25240|9|4283
25241|22|4282
25242|24|4297
25243|66|4298
25244|0|4308
25245|2|4298
25246|8|4289
25247|0|4293
25248|17|4282
25249|1|4307
25250|0|4308
25251|0|4308
25252|0|4308
25253|0|4282
25254|12|4296
25255|50|4282
25256|39|4293
25257|9|4297
25258|111|4293
25259|0|4302
25260|4|4356
25261|1|4356
25262|2|4356
25263|0|4308
25264|28|4296
25265|65|4282
25266|0|4302
25267|12|4298
25268|43|4296
25269|75|4282
25270|69|4293
25271|0|4302
25272|0|4302
25273|0|4302
25274|1|4322
25275|51|4296
25276|0|4308
25277|0|4308
25278|21|4284
25279|22|4284
25280|87|4282
25281|79|4293
25282|8|4299
25283|0|4302
25284|3|4306
25285|0|4302
25286|35|4287
25287|1|4339
25288|2|4339
25289|49|4298
25290|2|4333
25291|3|4333
25292|0|4302
25293|0|4353
25294|9|4289
25295|0|4302
25296|10|4283
25297|67|4282
25298|0|3941
25299|14|334
25300|0|4302
25301|5|4298
25302|32|4282
25303|0|4308
25304|0|4302
25305|1|4363
25306|20|4297
25307|0|3941
25308|0|4308
25309|6|4296
25310|23|4282
25311|0|4308
25312|0|4308
25313|0|4308
25314|0|4302
25315|0|4308
25316|0|4364
25317|82|4282
25318|0|4308
25319|0|4279
25320|0|4308
25321|0|4302
25322|8|4300
25323|0|4308
25324|0|4360
25325|0|4360
25326|0|4302
25327|0|4308
25328|47|4296
25329|21|4297
25330|0|4308
25331|47|4282
25332|16|4296
25333|60|4282
25334|13|4298
25335|0|4308
25336|27|4296
25337|0|4302
25338|44|4282
25339|19|4298
25340|16|4287
25341|0|4308
25342|0|4316
25343|0|4302
25344|0|3941
25345|0|1119
25346|0|4308
25347|1|4286
25348|73|4293
25349|95|4298
25350|39|4296
25351|0|4302
25352|3|4291
25353|0|4308
25354|0|4308
25355|2|4309
25356|0|4308
25357|6|4341
25358|14|4284
25359|0|4308
25360|0|4302
25361|0|4302
25362|4|4351
25363|1|4361
25364|0|3941
25365|94|4298
25366|0|3941
25367|0|4308
25368|0|4308
25369|43|4298
25370|76|4293
25371|0|3941
25372|0|3941
25373|2|4336
25374|1|4336
25375|0|4279
25376|0|3941
25377|1|4350
25378|53|4293
25379|31|4293
25380|59|4293
25381|70|4293
25382|15|4283
25383|38|4282
25384|24|4282
25385|0|4308
25386|0|4308
25387|0|4353
25388|1|4342
25389|0|3941
25390|7|4282
25391|16|4306
25392|46|4296
25393|3|4309
25394|0|4308
25395|22|4287
25396|18|4298
25397|5|4287
25398|0|4302
25399|1|4291
25400|37|4287
25401|0|4308
25402|87|4293
25403|81|4282
25404|2|4344
25405|3|4344
25406|0|3941
25407|0|3941
25408|0|4308
25409|0|4308
25410|0|3941
25411|0|4302
25412|9|4291
25413|13|4289
25414|2|4345
25415|1|4345
25416|0|4302
25417|0|4302
25418|0|4308
25419|0|4308
25420|0|3941
25421|0|3941
25422|0|4302
25423|0|3941
25424|91|4282
25425|46|4298
25426|0|3941
25427|2|4286
25428|1|4391
25429|2|4351
25430|0|4308
25431|0|3941
25432|0|3941
25433|49|4296
25434|133|4293
25435|54|4296
25436|82|4293
25437|134|4293
25438|78|4296
25439|108|4282
25440|38|4296
25441|0|4308
25442|0|3941
25443|0|4279
25444|55|4298
25445|33|4282
25446|23|4296
25447|0|4302
25448|0|4308
25449|0|4302
25450|0|4308
25451|0|4308
25452|10|4284
25453|0|4302
25454|31|4298
25455|0|3941
25456|2|4361
25457|9|4359
25458|0|4302
25459|77|4296
25460|53|4298
25461|0|4308
25462|18|4293
25463|40|4293
25464|56|4298
25465|18|4306
25466|42|4293
25467|5|4297
25468|56|4293
25469|0|4308
25470|14|4291
25471|33|4293
25472|0|4308
25473|17|4293
25474|62|4293
25475|12|4293
25476|44|4293
25477|37|4293
25478|1|4338
25479|3|4338
25480|4|4338
25481|0|4308
25482|0|4302
25483|0|4279
25484|47|4298
25485|0|4308
25486|35|4293
25487|0|4308
25488|0|4302
25489|75|4298
25490|2|4279
25491|66|4296
25492|0|1119
25493|0|4308
25494|0|4308
25495|1|4333
25496|44|4298
25497|11|4291
25498|0|4308
25499|10|4300
25500|29|4282
25501|0|4308
25502|0|4308
25503|8|4297
25504|64|4293
25505|2|4293
25506|3|4293
25507|19|4293
25508|0|4308
25509|13|4296
25510|0|3941
25511|0|3941
25512|0|4308
25513|58|4296
25514|13|4293
25515|57|4293
25516|4|4293
25517|55|4296
25518|0|4279
25519|0|4308
25520|0|4302
25521|40|4282
25522|14|4293
25523|0|1119
25524|30|4293
25525|52|4293
25526|1|4284
25527|0|4308
25528|47|4293
25529|0|4308
25530|0|4302
25531|4|4297
25532|0|4308
25533|54|4293
25534|46|4293
25535|4|4298
25536|45|4298
25537|17|4297
25538|0|3941
25539|79|4282
25540|0|4302
25541|0|4308
25542|26|4297
25543|181|4293
25544|60|4293
25545|0|4302
25546|66|4293
25547|3|4347
25548|27|4293
25549|0|4302
25550|36|4296
25551|36|4293
25552|76|4298
25553|0|4308
25554|182|4293
25555|0|4302
25556|105|4282
25557|92|4282
25558|2|4322
25559|66|4282
25560|83|4293
25561|56|4296
25562|48|4298
25563|24|4298
25564|0|4308
25565|17|4298
25566|5|4338
25567|29|4287
25568|17|4306
25569|35|4282
25570|0|4302
25571|15|4298
25572|0|4308
25573|24|4284
25574|113|4282
25575|18|4296
25576|42|4282
25577|32|4293
25578|0|4302
25579|5|4301
25580|0|4302
25581|110|4293
25582|8|4283
25583|63|4282
25584|0|4308
25585|0|4308
25586|23|4284
25587|73|4296
25588|2|4284
25589|50|4293
25590|0|4302
25591|48|4296
25592|183|4293
25593|26|4293
25594|29|4293
25595|25|4293
25596|43|4293
25597|55|4293
25598|0|1119
25599|65|4293
25600|41|4293
25601|38|4293
25602|45|4293
25603|0|4308
25604|0|4308
25605|2|4335
25606|15|4287
25607|72|4282
25608|0|4350
25609|49|4293
25610|68|4293
25611|16|4293
25612|15|4293
25613|7|4300
25614|80|4282
25615|71|4293
25616|73|4282
25617|0|4308
25618|0|4302
25619|3|4283
25620|46|4282
25621|1|4283
25622|1|4282
25623|33|4287
25624|0|4308
25625|17|4307
25626|0|4308
25627|0|3941
25628|0|4308
25629|3|4345
25630|11|4298
25631|0|4308
25632|2|4289
25633|0|4308
25634|13|4282
25635|8|4293
25636|0|3941
25637|11|4299
25638|7|4299
25639|5|4290
25640|45|4282
25641|69|4298
25642|0|4302
25643|0|4302
25644|20|4298
25645|0|4302
25646|70|4298
25647|85|4298
25648|7|4291
25649|33|4298
25650|32|4298
25651|35|4298
25652|90|4282
25653|0|1119
25654|0|1119
25655|0|4308
25656|0|3941
25657|0|1119
25658|58|4298
25659|15|4288
25660|4|4287
25661|0|4308
25662|0|4308
25663|37|4296
25664|5|4284
25665|3|4351
25666|1|4306
25667|10|4291
25668|30|4296
25669|2|4296
25670|16|4307
25671|0|4308
25672|0|4308
25673|0|4308
25674|7|4298
25675|0|4308
25676|0|4302
25677|0|4302
25678|10|4297
25679|0|4302
25680|0|4302
25681|0|4282
25682|3|4303
25683|0|4302
25684|2|4303
25685|1|4332
25686|0|4281
25687|2|4332
25688|0|4281
25689|4|4296
25690|0|4281
25691|0|4281
25692|0|3941
25693|0|4308
25694|0|3941
25695|12|4297
25696|23|4297
25697|27|4298
25698|0|1119
25699|0|4308
25700|3|4297
25701|72|4293
25702|50|4296
25703|0|4308
25704|184|4293
25705|0|4302
25706|0|3941
25707|0|2043
25708|0|1119
25709|0|4279
25710|0|4308
25711|0|4308
25712|0|4308
25713|31|4282
25714|0|3941
25715|0|4308
25716|7|4284
25717|0|4308
25718|0|4308
25719|0|4308
25720|0|4279
25721|14|4151
25722|0|4308
25723|0|4279
25724|0|4302
25725|0|3941
25726|0|4279
25727|19|4297
25728|0|3941
25729|0|4302
25730|0|4308
25731|10|4246
25732|17|4287
25733|18|4287
25734|8|4287
25735|0|4308
25736|12|4291
25737|15|334
25738|23|4287
25739|0|3941
25740|3|4336
25741|0|3941
25742|0|4318
25743|0|4308
25744|0|4302
25745|25|4298
25746|0|3941
25747|0|4279
25748|0|4308
25749|12|4288
25750|0|4302
25751|0|4302
25752|0|4308
25753|3|4332
25754|0|4302
25755|0|4308
25756|68|4298
25757|0|4302
25758|6|4338
25759|61|4298
25760|8|4282
25761|0|3941
25762|9|4300
25763|74|4298
25764|2|4359
25765|3|4359
25766|4|4359
25767|5|4359
25768|6|4359
25769|0|4302
25770|84|4282
25771|0|4302
25772|0|4308
25773|0|3941
25774|0|3941
25775|0|4308
25776|63|4296
25777|0|4308
25778|0|3941
25779|0|3941
25780|0|4302
25781|88|4293
25782|62|4298
25783|22|4298
25784|26|4298
25785|34|4296
25786|9|4282
25787|4|4331
25788|52|4298
25789|0|3941
25790|27|4297
25791|0|4302
25792|0|4308
25793|0|1119
25794|0|4302
25795|0|4279
25796|0|4308
25797|0|4302
25798|28|4179
25799|6|4305
25800|96|4282
25801|3|4284
25802|4|4284
25803|36|4297
25804|74|4282
25805|42|4296
25806|0|4302
25807|38|4298
25808|5|4327
25809|76|4282
25810|44|4296
25811|0|3941
25812|0|4308
25813|0|4308
25814|14|4298
25815|65|4296
25816|0|4308
25817|1|4335
25818|0|4308
25819|25|4282
25820|45|4296
25821|77|4282
25822|0|4302
25823|40|4298
25824|39|4298
25825|13|4288
25826|11|4284
25827|0|4302
25828|0|4364
25829|4|4292
25830|0|4308
25831|7|4305
25832|2|4338
25833|96|4298
25834|12|4290
25835|2|4327
25836|3|4327
25837|4|4327
25838|0|4279
25839|0|4302
25840|0|4302
25841|3|4299
25842|0|4308
25843|5|4291
25844|5|4305
25845|0|4302
25846|7|4301
25847|185|4293
25848|0|4302
25849|0|4308
25850|0|4279
25851|36|4298
25852|0|1119
25853|9|4287
25854|72|4298
25855|0|2043
25856|0|4308
25857|0|4308
25858|0|4308
25859|0|4308
25860|0|3941
25861|0|4302
25862|75|4296
25863|75|4293
25864|93|4282
25865|58|4282
25866|12|4283
25867|0|4308
25868|0|4302
25869|24|4293
25870|0|4301
25871|3|4300
25872|13|4284
25873|54|4298
25874|0|1119
25875|2|4291
25876|1|4300
25877|1|4289
25878|4|4347
25879|12|4284
25880|60|4298
25881|9|4284
25882|15|4284
25883|0|4329
25884|6|4289
25885|52|4296
25886|103|4293
25887|0|4308
25888|86|4282
25889|78|4293
25890|10|4299
25891|0|4302
25892|19|4306
25893|88|4282
25894|80|4293
25895|20|4296
25896|14|4287
25897|0|4308
25898|0|4308
25899|0|4308
25900|3|4341
25901|2|4341
25902|1|4341
25903|0|2043
25904|0|2043
25905|64|4298
25906|84|4293
25907|57|4296
25908|3|4288
25909|7|4307
25910|89|4282
25911|81|4293
25912|4|4341
25913|5|4341
25914|63|4298
25915|0|4308
25916|0|3941
25917|0|4308
25918|0|4308
25919|65|4298
25920|0|4308
25921|3|4334
25922|94|4282
25923|85|4293
25924|22|4296
25925|95|4282
25926|42|4298
25927|0|4302
25928|0|4308
25929|14|4289
25930|86|4293
25931|3|4313
25932|4|4307
25933|0|2043
25934|0|3941
25935|4|4283
25936|2|4346
25937|14|4306
25938|0|4279
25939|10|4282
25940|20|4283
25941|5|4293
25942|2|4299
25943|4|4301
25944|0|4302
25945|4|4309
25946|14|4282
25947|9|4293
25948|0|4302
25949|13|4306
25950|15|4282
25951|10|4293
25952|0|4302
25953|16|4282
25954|11|4293
25955|4|4299
25956|0|4302
25957|4|4306
25958|7|4309
25959|0|4320
25960|0|4321
25961|8|4307
25962|4|4288
25963|0|4302
25964|67|4298
25965|5|4300
25966|0|4279
25967|11|4282
25968|18|4283
25969|6|4293
25970|5|4299
25971|0|4302
25972|5|4309
25973|12|4282
25974|17|4283
25975|7|4293
25976|6|4299
25977|0|4302
25978|6|4309
25979|77|4293
25980|85|4282
25981|53|4296
25982|19|4282
25983|17|4296
25984|23|4293
25985|20|4282
25986|21|4296
25987|22|4293
25988|16|4284
25989|8|4284
25990|71|4282
25991|41|4296
25992|20|4293
25993|70|4282
25994|9|4296
25995|21|4293
25996|17|4284
25997|78|4298
25998|2|4319
25999|0|1119
26000|0|3941
26001|0|4279
26002|0|4308
26003|0|4308
26004|2|4349
26005|1|4349
26006|0|4308
26007|0|4308
26008|0|3941
26009|77|4298
26010|2|4294
26011|3|4294
26012|4|4294
26013|5|4294
26014|82|4298
26015|26|4296
26016|34|4293
26017|59|4282
26018|41|4298
26019|0|4302
26020|79|4298
26021|80|4298
26022|81|4298
26023|83|4298
26024|84|4298
26025|0|4279
26026|0|4279
26027|50|4298
26028|2|4290
26029|28|4297
26030|29|4297
26031|5|4288
26032|6|4288
26033|7|4288
26034|8|4288
26035|9|4288
26036|97|4282
26037|89|4293
26038|10|4306
26039|1|4292
26040|2|4292
26041|2|4342
26042|3|4342
26043|3|4292
26044|28|4287
26045|0|4308
26046|6|4291
26047|25|4284
26048|158|4282
26049|101|4296
26050|0|4308
26051|0|4308
26052|30|4297
26053|2|4354
26054|0|4308
26055|123|4298
26056|0|4350
26057|1|4330
26058|2|4330
26059|3|4330
26060|4|4330
26061|5|4330
26062|32|4297
26063|111|4282
26064|86|4298
26065|31|4297
26066|9|4307
26067|98|4282
26068|90|4293
26069|33|4297
26070|2|4363
26071|20|4306
26072|99|4282
26073|91|4293
26074|1|4299
26075|0|3941
26076|87|4298
26077|88|4298
26078|101|4282
26079|93|4293
26080|37|4297
26081|0|3941
26082|0|1119
26083|0|4280
26084|100|4282
26085|26|4284
26086|92|4293
26087|27|4284
26088|1|4293
26089|5|4292
26090|89|4298
26091|1|4305
26092|94|4293
26093|102|4282
26094|1|4290
26095|0|1119
26096|6|4292
26097|0|4279
26098|0|4308
26099|34|4297
26100|103|4282
26101|95|4293
26102|90|4298
26103|91|4298
26104|0|1119
26105|92|4298
26106|7|4283
26107|16|4283
26108|1|4362
26109|2|4362
26110|2|4307
26111|10|4307
26112|11|4307
26113|12|4307
26114|13|4307
26115|3|4362
26116|1|4298
26117|2|4305
26118|96|4293
26119|60|4296
26120|93|4298
26121|38|4297
26122|1|4328
26123|39|4297
26124|3|4290
26125|4|4290
26126|40|4297
26127|21|4287
26128|41|4297
26129|0|4308
26130|76|4296
26131|9|4299
26132|1|4344
26133|23|4307
26134|124|4282
26135|121|4293
26136|98|4293
26137|0|4302
26138|42|4297
26139|43|4297
26140|44|4297
26141|2|4375
26142|0|3941
26143|0|4279
26144|0|4308
26145|110|4282
26146|0|4312
26147|61|4296
26148|0|3941
26149|100|4293
26150|5|4296
26151|15|4296
26152|14|4296
26153|62|4296
26154|0|4308
26155|0|3941
26156|3|4337
26157|129|4302
26158|174|4282
26159|186|4293
26160|1|4304
26161|5|4343
26162|16|4289
26163|0|4279
26164|0|4377
26165|1|4351
26166|5|4351
26167|3|4286
26168|21|4282
26169|64|4296
26170|2|4304
26171|3|4304
26172|1|4285
26173|2|4285
26174|4|4286
26175|5|4286
26176|6|4286
26177|17|4291
26178|18|4291
26179|1|4383
26180|2|4383
26181|3|4383
26182|4|4383
26183|2|4287
26184|20|4287
26185|19|4287
26186|1|4287
26187|5|4340
26188|6|4340
26189|4|4319
26190|3|4319
26191|1|4319
26192|0|4388
26193|10|4288
26194|1|4323
26195|2|4323
26196|14|4307
26197|101|4293
26198|102|4293
26199|10|4287
26200|13|4287
26201|30|4287
26202|0|4279
26203|15|4307
26204|124|4298
26205|139|4302
26206|175|4282
26207|106|4282
26208|11|4288
26209|6|4290
26210|0|3941
26211|0|3941
26212|0|3941
26213|0|4279
26214|104|4293
26215|107|4282
26216|1|4378
26217|0|3941
26218|105|4293
26219|1|4279
26220|7|4292
26221|8|4292
26222|5|4345
26223|10|4292
26224|6|4327
26225|31|4287
26226|67|4296
26227|0|4368
26228|0|4308
26229|0|3941
26230|68|4296
26231|7|4327
26232|8|4327
26233|6|4347
26234|1|4347
26235|32|4287
26236|125|4298
26237|6|4297
26238|115|4282
26239|106|4293
26240|112|4293
26241|7|4290
26242|107|4293
26243|0|3941
26244|9|4292
26245|3|4305
26246|70|4296
26247|4|4332
26248|3|4335
26249|21|4306
26250|2|4172
26251|20|3624
26252|18|4307
26253|113|4293
26254|2|4328
26255|3|4328
26256|4|4328
26257|1|4324
26258|2|4324
26259|3|4324
26260|4|4324
26261|5|4324
26262|1|4325
26263|1|4326
26264|4|4326
26265|5|4326
26266|6|4326
26267|7|4326
26268|116|4282
26269|5|4328
26270|2|4312
26271|0|4308
26272|108|4293
26273|127|4298
26274|126|4298
26275|34|4287
26276|14|4288
26277|140|4302
26278|187|4293
26279|128|4298
26280|112|4282
26281|109|4293
26282|0|4308
26283|72|4296
26284|0|4308
26285|1|4313
26286|2|4313
26287|19|4307
26288|117|4282
26289|114|4293
26290|20|4307
26291|118|4282
26292|115|4293
26293|8|4338
26294|119|4293
26295|3|4391
26296|4|4391
26297|5|4391
26298|6|4330
26299|0|3941
26300|22|4307
26301|119|4282
26302|116|4293
26303|120|4282
26304|117|4293
26305|36|4287
26306|122|4282
26307|121|4282
26308|120|4293
26309|118|4293
26310|123|4282
26311|22|4306
26312|0|4279
26313|0|3941
26314|0|3941
26315|0|3941
26316|0|3941
26317|6|4391
26318|125|4282
26319|122|4293
26320|126|4282
26321|127|4282
26322|123|4293
26323|124|4293
26324|24|4307
26325|9|4305
26326|16|4288
26327|17|4289
26328|125|4293
26329|128|4282
26330|129|4282
26331|126|4293
26332|21|4283
26333|19|4291
26334|130|4282
26335|127|4293
26336|131|4282
26337|128|4293
26338|18|4289
26339|20|4291
26340|129|4293
26341|130|4293
26342|132|4282
26343|133|4282
26344|4|4344
26345|5|4344
26346|3|4326
26347|134|4282
26348|131|4293
26349|21|4291
26350|29|1660
26351|11|3759
26352|10|2722
26353|21|2177
26354|22|2177
26355|23|2177
26356|132|4293
26357|1|4358
26358|0|3941
26359|0|3941
26360|0|3941
26361|129|4298
26362|24|2177
26363|22|4283
26364|2|4301
26365|18|4288
26366|17|4288
26367|1|4288
26368|11|2722
26369|3|4339
26370|4|4339
26371|5|4339
26372|22|4291
26373|12|2722
26374|13|2702
26375|14|2702
