ID,OLDID,NUMBER,KEYTYPEID
1865,28733,15,284
1866,28734,16,284
1867,28735,17,284
1868,28736,18,284
1869,28737,19,284
1870,28738,20,284
1871,28739,21,284
1872,28680,1,255
1873,28681,2,255
1874,28682,1,265
1875,28683,2,265
1876,28684,1,286
1877,28685,2,286
1878,28740,22,284
1879,28741,23,284
1880,28742,24,284
1881,28743,25,284
1882,28744,26,284
1883,28745,27,284
1884,28746,28,284
1885,28747,29,284
1886,28748,30,284
1887,28749,31,284
1888,28750,32,284
1889,28751,33,284
1890,28752,34,284
1891,28753,35,284
1892,28754,36,284
1893,28758,40,284
1894,28759,7,46
1895,28760,8,46
1896,28761,9,46
1897,28762,5,287
1898,28763,1,291
1899,28764,2,291
1900,28818,1,297
1901,28819,2,297
1902,28767,1,293
1903,28768,2,293
1904,28769,1,294
1905,28770,2,294
1906,28771,1,295
1907,28772,2,295
1908,28773,1,296
1909,28774,2,296
1910,28775,3,296
1911,28776,4,296
1912,28777,5,296
1913,28778,6,296
1914,28779,7,296
1915,28780,8,296
1916,28781,9,296
1917,28782,10,296
1918,28783,11,296
1919,28784,12,296
1920,28785,13,296
1921,28786,14,296
1922,28787,15,296
1923,28788,16,296
1924,28789,17,296
1925,28790,18,296
1926,28791,19,296
1927,28792,20,296
1928,28793,3,295
1929,28794,4,295
1930,28795,5,295
1931,28796,6,295
1932,28797,7,295
1933,28798,8,295
1934,28799,9,295
1935,28800,10,295
1936,28801,11,295
1937,28802,12,295
1938,28803,13,295
1939,28804,14,295
1940,28805,15,295
1941,28806,16,295
1942,28807,17,295
1943,28808,18,295
1944,28809,19,295
1945,28810,20,295
1946,28811,21,295
1947,28812,22,295
1948,28813,23,295
1949,28820,1,298
1950,28821,2,298
1951,28822,1,299
1952,28823,2,299
1953,28824,1,300
1954,28825,2,300
1955,28826,1,302
1956,28827,2,302
1957,28828,1,303
1958,28829,2,303
1959,28830,1,304
1960,28831,2,304
1961,28844,24,295
1962,28845,25,295
1963,28834,1,306
1964,28835,2,306
1965,28836,1,307
1966,28837,2,307
1967,28838,1,308
1968,28839,2,308
1969,28840,1,309
1970,28841,2,309
1971,28842,1,310
1972,28843,2,310
1973,28846,26,295
1974,28847,27,295
1975,28848,5,3742
1976,28849,28,295
1977,28850,1,301
1978,28851,2,301
1979,28852,3,301
1980,28853,4,301
1981,28854,5,301
1982,28872,2,1586
1983,28873,3,1586
1984,28857,1,305
1985,28858,2,305
1986,28859,3,305
1987,28860,4,305
1988,28874,1,292
1989,28875,2,292
1990,28863,1,313
1991,28864,2,313
1992,28865,1,312
1993,28866,2,312
1994,28867,3,312
1995,28868,1,314
1996,28869,2,314
1997,28870,3,314
1998,28871,4,314
1999,28876,3,292
2000,28877,4,292
2001,28878,5,292
2002,28879,6,292
2003,28880,7,292
2004,28881,8,292
2005,28882,9,292
2006,28883,10,292
2007,28884,11,292
2008,28885,12,292
2009,28886,13,292
2010,28887,14,292
2011,28888,15,292
2012,28889,16,292
2013,28890,17,292
2014,28891,18,292
2015,28892,19,292
2016,28893,20,292
2017,28894,21,292
2018,28895,22,292
2019,28896,23,292
2020,28897,24,292
2021,28898,25,292
2022,28899,26,292
2023,28900,27,292
2024,28901,28,292
2025,28902,29,292
2026,28903,30,292
2027,28904,31,292
2028,28905,32,292
2029,28906,33,292
2030,28907,34,292
2031,28908,35,292
2032,28909,36,292
2033,28910,37,292
2034,28911,38,292
2035,28912,39,292
2036,28913,40,292
2037,28914,41,292
2038,28915,42,292
2039,28916,43,292
2040,28917,44,292
2041,28918,45,292
2042,28919,46,292
2043,28920,47,292
2044,28921,48,292
2045,28922,49,292
2046,28923,50,292
2047,28924,51,292
2048,28925,52,292
2049,28926,53,292
2050,28927,54,292
2051,28928,55,292
2052,28929,56,292
2053,28930,57,292
2054,28931,58,292
2055,28932,59,292
2056,28933,60,292
2057,28934,61,292
2058,28935,62,292
2059,28936,63,292
2060,28937,64,292
2061,28938,65,292
2062,28939,66,292
2063,28940,67,292
2064,28941,68,292
2065,28942,69,292
2066,28943,70,292
2067,28944,71,292
2068,28945,72,292
2069,28946,73,292
2070,28947,74,292
2071,28948,75,292
2072,28949,76,292
2073,28950,77,292
2074,28951,78,292
2075,28952,79,292
2076,28953,80,292
2077,28954,81,292
2078,28955,82,292
2079,28956,83,292
2080,28957,84,292
2081,28958,85,292
2082,28959,86,292
2083,28960,87,292
2084,28961,88,292
2085,28962,89,292
2086,28963,90,292
2087,28964,91,292
2088,28965,92,292
2089,28966,93,292
2090,28967,94,292
2091,28968,95,292
2092,28969,96,292
2093,28970,97,292
2094,28971,98,292
2095,28972,99,292
2096,28973,100,292
2097,28974,101,292
2098,28975,102,292
2099,28976,103,292
2100,28977,104,292
2101,28978,105,292
2102,28979,106,292
2103,28980,107,292
2104,28981,108,292
2105,28982,109,292
2106,28983,110,292
2107,28984,111,292
2108,28985,112,292
2109,28986,113,292
2110,28987,114,292
2111,28988,115,292
2112,28989,116,292
2113,28990,117,292
2114,28991,118,292
2115,28992,119,292
2116,28993,120,292
2117,28994,121,292
2118,28995,122,292
2119,28996,123,292
2120,28997,124,292
2121,28998,125,292
2122,28999,126,292
2123,29000,127,292
2124,29001,128,292
2125,29002,129,292
2126,29003,130,292
2127,29004,131,292
2128,29005,132,292
2129,29006,133,292
2130,29007,134,292
2131,29008,135,292
2132,29009,136,292
2133,29010,137,292
2134,29011,138,292
2135,29012,139,292
2136,29013,140,292
2137,29014,141,292
2138,29015,142,292
2139,29016,143,292
2140,29017,144,292
2141,29018,145,292
2142,29019,146,292
2143,29020,147,292
2144,29021,148,292
2145,29022,149,292
2146,29023,150,292
2147,29024,151,292
2148,29025,152,292
2149,29026,153,292
2150,29027,2,4141
2151,29028,3,291
2152,29029,4,291
2153,29030,5,291
2154,29031,6,291
2155,29032,7,291
2156,29033,8,291
2157,29034,9,291
2158,29035,10,291
2159,29036,11,291
2160,29037,12,291
2161,29038,13,291
2162,29039,14,291
2163,29040,15,291
2164,29041,16,291
2165,29042,17,291
2166,29043,18,291
2167,29044,19,291
2168,29045,20,291
2169,29046,21,291
2170,29047,22,291
2171,29048,23,291
2172,29049,24,291
2173,29050,25,291
2174,29051,26,291
2175,29052,27,291
2176,29053,28,291
2177,29054,29,291
2178,29055,30,291
2179,29056,31,291
2180,29057,32,291
2181,29058,33,291
2182,29059,34,291
2183,2183,1,352
2184,2184,2,352
2185,2185,1,353
2186,2186,2,353
2187,2187,3,353
2188,2188,4,353
2189,2189,1,354
2190,2190,2,354
2191,2191,3,354
2192,2192,1,355
2193,2193,2,355
2194,2194,3,355
2195,2195,1,356
2196,2196,2,356
2197,2197,3,356
2198,2198,1,357
2199,2199,2,357
2200,2200,3,357
2201,2201,1,358
2202,2202,2,358
2203,2203,3,358
2204,2204,4,358
2205,2205,5,358
2206,2206,1,359
2207,2207,2,359
2208,2208,3,359
2209,2209,4,359
2210,2210,1,360
2211,2211,2,360
2212,2212,3,360
2213,2213,4,360
2214,2214,1,361
2215,2215,1,362
2216,2216,1,363
2217,2217,2,363
2218,2218,3,363
2219,2219,4,363
2220,2220,5,363
2221,2221,1,364
2222,2222,2,364
2223,2223,3,364
2224,2224,1,365
2225,2225,2,365
2226,2226,3,365
2227,2227,1,366
2228,2228,2,366
2229,2229,3,366
2230,2230,4,366
2231,2231,1,367
2232,2232,2,367
2233,2233,3,367
2234,2234,4,367
2235,2235,5,367
2236,2236,6,367
2237,2237,1,368
2238,2238,2,368
2239,2239,3,368
2240,2240,1,376
2241,2241,2,376
2242,2242,3,376
2243,2243,4,376
2244,2244,1,377
2245,2245,2,377
2246,2246,3,377
2247,2247,4,377
2248,2248,1,378
2249,2249,2,378
2250,2250,3,378
2251,2251,1,379
2252,2252,2,379
2253,2253,3,379
2254,2254,1,380
2255,2255,2,380
2256,2256,3,380
2257,2257,1,381
2258,2258,2,381
2259,2259,3,381
2260,2260,4,381
2261,2261,1,382
2262,2262,2,382
2263,2263,3,382
2264,2264,1,383
2265,2265,2,383
2266,2266,3,383
2267,2267,1,384
2268,2268,2,384
2269,2269,3,384
2270,2270,4,384
2271,2271,1,385
2272,2272,2,385
2273,2273,3,385
2274,2274,4,385
2275,2275,5,385
2276,2276,1,386
2277,2277,2,386
2278,2278,3,386
2279,2279,4,386
2280,2280,1,387
2281,2281,2,387
2282,2282,3,387
2283,2283,4,387
2284,2284,1,388
2285,2285,2,388
2286,2286,1,389
2287,2287,2,389
2288,2288,3,389
2289,2289,1,390
2290,2290,2,390
2291,2291,3,390
2292,2292,4,390
2293,2293,5,390
2294,2294,1,391
2295,2295,2,391
2296,2296,3,391
2297,2297,4,391
2298,2298,1,392
2299,2299,2,392
2300,2300,3,392
2301,2301,4,392
2302,2302,1,393
2303,2303,2,393
2304,2304,3,393
2305,2305,1,394
2306,2306,2,394
2307,2307,3,394
2308,2308,4,394
2309,2309,1,395
2310,2310,2,395
2311,2311,3,395
2312,2312,4,395
2313,2313,1,396
2314,2314,2,396
2315,2315,3,396
2316,2316,4,396
2317,2317,5,396
2318,2318,6,396
2319,2319,7,396
2320,2320,1,397
2321,2321,2,397
2322,2322,3,397
2323,2323,4,397
2324,2324,1,398
2325,2325,2,398
2326,2326,3,398
2327,2327,1,399
2328,2328,2,399
2329,2329,3,399
2330,2330,1,400
2331,2331,2,400
2332,2332,3,400
2333,2333,1,401
2334,2334,2,401
2335,2335,3,401
2336,2336,1,402
2337,2337,2,402
2338,2338,3,402
2339,2339,1,403
2340,2340,2,403
2341,2341,3,403
2342,2342,1,404
2343,2343,2,404
2344,2344,3,404
2345,2345,1,405
2346,2346,2,405
2347,2347,3,405
2348,2348,1,406
2349,2349,2,406
2350,2350,1,407
2351,2351,2,407
2352,2352,3,407
2353,2353,1,408
2354,2354,2,408
2355,2355,3,408
2356,2356,1,409
2357,2357,2,409
2358,2358,3,409
2359,2359,1,410
2360,2360,2,410
2361,2361,3,410
2362,2362,1,411
2363,2363,2,411
2364,2364,3,411
2365,2365,1,412
2366,2366,2,412
2367,2367,3,412
2368,2368,4,412
2369,2369,1,413
2370,2370,2,413
2371,2371,3,413
2372,2372,1,414
2373,2373,2,414
2374,2374,3,414
2375,2375,1,415
2376,2376,2,415
2377,2377,3,415
2378,2378,1,416
2379,2379,2,416
2380,2380,3,416
2381,2381,1,417
2382,2382,2,417
2383,2383,3,417
2384,2384,1,418
2385,2385,2,418
2386,2386,3,418
2387,2387,4,418
2388,2388,5,418
2389,2389,1,419
2390,2390,2,419
2391,2391,3,419
2392,2392,1,421
2393,2393,2,421
2394,2394,3,421
2395,2395,1,422
2396,2396,2,422
2397,2397,3,422
2398,2398,1,423
2399,2399,2,423
2400,2400,3,423
2401,2401,4,423
2402,2402,5,423
2403,2403,1,424
2404,2404,2,424
2405,2405,3,424
2406,2406,1,425
2407,2407,2,425
2408,2408,3,425
2409,2409,1,426
2410,2410,2,426
2411,2411,3,426
2412,2412,1,427
2413,2413,2,427
2414,2414,3,427
2415,2415,4,427
2416,2416,1,428
2417,2417,2,428
2418,2418,3,428
2419,2419,4,428
2420,2420,1,429
2421,2421,2,429
2422,2422,3,429
2423,2423,1,430
2424,2424,2,430
2425,2425,3,430
2426,2426,1,431
2427,2427,2,431
2428,2428,3,431
2429,2429,1,432
2430,2430,2,432
2431,2431,3,432
2432,2432,1,433
2433,2433,2,433
2434,2434,3,433
2435,2435,1,434
2436,2436,2,434
2437,2437,1,435
2438,2438,2,435
2439,2439,3,435
2440,2440,4,435
2441,2441,1,436
2442,2442,2,436
2443,2443,3,436
2444,2444,1,437
2445,2445,2,437
2446,2446,1,438
2447,2447,2,438
2448,2448,1,439
2449,2449,2,439
2450,2450,3,439
2451,2451,4,439
2452,2452,1,440
2453,2453,2,440
2454,2454,1,441
2455,2455,2,441
2456,2456,3,441
2457,2457,1,442
2458,2458,2,442
2459,2459,1,443
2460,2460,2,443
2461,2461,1,444
2462,2462,2,444
2463,2463,3,444
2464,2464,1,445
2465,2465,2,445
2466,2466,1,446
2467,2467,2,446
2468,2468,1,447
2469,2469,2,447
2470,2470,3,447
2471,2471,1,448
2472,2472,2,448
2473,2473,3,448
2474,2474,1,449
2475,2475,2,449
2476,2476,1,450
2477,2477,2,450
2478,2478,1,451
2479,2479,2,451
2480,2480,3,451
2481,2481,1,452
2482,2482,2,452
2483,2483,1,453
2484,2484,2,453
2485,2485,3,453
2486,2486,1,454
2487,2487,2,454
2488,2488,3,454
2489,2489,4,454
2490,29060,29,295
2491,29061,30,295
2492,29062,31,295
2493,29063,32,295
2494,29064,33,295
2495,29065,34,295
2496,29066,35,295
2497,29067,36,295
2498,29068,37,295
2499,29069,38,295
2500,29070,39,295
2501,29071,40,295
2502,29072,41,295
2503,29073,42,295
2504,29074,43,295
2505,29075,44,295
2506,2506,1,459
2507,2507,2,459
2508,2508,3,459
2509,29076,45,295
2510,29077,46,295
2511,29078,47,295
2512,29079,48,295
2513,29080,49,295
2514,29081,50,295
2515,29082,1,315
2516,29083,2,315
2517,29084,3,315
2518,29085,4,315
2519,29086,5,315
2520,29087,6,315
2521,29088,154,292
2522,29089,24,4300
2523,29090,1,316
2524,29091,2,316
2525,29092,12,3759
2526,29093,10,3688
2527,29094,1,317
2528,29095,21,296
2529,29096,2,280
2530,29097,32,4283
2531,29098,1,318
2532,29099,2,318
2533,29100,6,689
2534,29101,19,4192
2535,29102,33,4283
2536,29103,3,4010
2537,29104,3,4009
2538,29105,6,287
2539,29106,22,296
2540,29107,1,320
2541,29108,2,320
2542,29109,3,320
2543,29110,4,320
2544,29111,5,320
2545,29112,6,320
2546,29113,7,320
2547,29114,8,320
2548,29115,9,320
2549,29116,10,320
2550,29117,11,320
2551,29118,12,320
2552,29119,13,320
2553,29120,14,320
2554,29121,15,320
2555,29122,16,320
2556,29123,17,320
2557,29124,18,320
2558,29125,19,320
2559,29126,20,320
2560,29127,21,320
2561,29128,22,320
2562,29129,23,320
2563,29130,24,320
2564,29131,25,320
2565,29132,26,320
2566,29133,27,320
2567,29134,1,321
2568,29135,2,321
2569,29136,3,321
2570,29137,4,321
2571,29138,5,321
2572,29139,6,321
2573,29140,7,321
2574,29141,8,321
2575,29142,12,23
2576,29143,13,23
2577,29144,20,4290
2578,29145,23,4073
2579,29146,24,4073
2580,29147,25,4073
2581,29153,12,321
2582,29154,23,296
2583,29155,1,261
2584,29156,2,261
2585,29157,3,261
2586,29158,4,261
2587,29159,1,262
2588,29160,2,262
2589,29161,3,262
2590,29162,13,321
2591,29163,14,321
2592,29164,7,315
2593,29165,8,315
2594,29166,9,315
2595,29167,10,315
2596,29168,11,315
2597,29169,12,315
2598,29170,13,315
2599,29171,14,315
2600,29172,15,315
2601,29173,16,315
2602,29174,17,315
2603,29175,18,315
2604,29176,19,315
2605,29177,20,315
2606,29178,21,315
2607,29179,22,315
2608,29180,23,315
2609,29181,24,315
2610,29182,25,315
2611,29183,26,315
2612,29184,27,315
2613,29185,4,262
2614,29186,15,321
2615,29187,16,321
2616,29188,1,322
2617,29189,2,322
2618,29190,3,322
2619,2619,1,512
2620,2620,2,512
2621,2621,3,512
2622,2622,1,513
2623,2623,2,513
2624,2624,3,513
2625,2625,1,514
2626,2626,2,514
2627,2627,3,514
2628,2628,1,515
2629,2629,2,515
2630,2630,3,515
2631,2631,1,516
2632,2632,2,516
2633,2633,3,516
2634,2634,1,517
2635,2635,2,517
2636,2636,3,517
2637,2637,1,518
2638,2638,2,518
2639,2639,3,518
2640,2640,1,519
2641,2641,2,519
2642,2642,3,519
2643,2643,4,519
2644,2644,5,519
2645,2645,1,520
2646,2646,2,520
2647,2647,3,520
2648,2648,1,521
2649,2649,2,521
2650,2650,3,521
2651,2651,1,522
2652,2652,2,522
2653,2653,3,522
2654,2654,4,522
2655,2655,1,523
2656,2656,2,523
2657,2657,3,523
2658,2658,1,524
2659,2659,2,524
2660,2660,3,524
2661,2661,1,525
2662,2662,2,525
2663,2663,3,525
2664,2664,1,526
2665,2665,2,526
2666,2666,3,526
2667,2667,1,527
2668,2668,2,527
2669,2669,3,527
2670,2670,4,527
2671,2671,1,528
2672,2672,2,528
2673,2673,3,528
2674,2674,1,529
2675,2675,2,529
2676,2676,3,529
2677,2677,1,530
2678,2678,2,530
2679,2679,3,530
2680,2680,1,531
2681,2681,2,531
2682,2682,3,531
2683,2683,1,532
2684,2684,2,532
2685,2685,3,532
2686,2686,1,533
2687,2687,2,533
2688,2688,3,533
2689,2689,4,533
2690,2690,5,533
2691,2691,1,534
2692,2692,2,534
2693,2693,3,534
2694,2694,1,535
2695,2695,2,535
2696,2696,3,535
2697,2697,4,535
2698,2698,1,536
2699,2699,2,536
2700,2700,3,536
2701,2701,4,536
2702,2702,5,536
2703,2703,1,537
2704,2704,2,537
2705,2705,3,537
2706,2706,1,538
2707,2707,2,538
2708,2708,3,538
2709,2709,1,539
2710,2710,2,539
2711,2711,3,539
2712,2712,1,540
2713,2713,2,540
2714,2714,3,540
2715,2715,1,541
2716,2716,2,541
2717,2717,3,541
2718,2718,1,542
2719,2719,2,542
2720,2720,3,542
2721,2721,4,542
2722,2722,5,542
2723,2723,1,543
2724,2724,2,543
2725,2725,3,543
2726,2726,1,544
2727,2727,2,544
2728,2728,3,544
2729,2729,1,545
2730,2730,2,545
2731,2731,3,545
2732,2732,1,546
2733,2733,2,546
2734,2734,3,546
2735,2735,4,546
2736,2736,1,547
2737,2737,2,547
2738,2738,3,547
2739,2739,1,548
2740,2740,2,548
2741,2741,3,548
2742,2742,1,549
2743,2743,2,549
2744,2744,3,549
2745,2745,1,550
2746,2746,2,550
2747,2747,3,550
2748,2748,1,552
2749,2749,2,552
2750,2750,3,552
2751,2751,1,553
2752,2752,2,553
2753,2753,3,553
2754,2754,1,554
2755,2755,2,554
2756,2756,3,554
2757,2757,1,555
2758,2758,2,555
2759,2759,3,555
2760,2760,1,556
2761,2761,2,556
2762,2762,3,556
2763,2763,1,557
2764,2764,2,557
2765,2765,3,557
2766,2766,1,558
2767,2767,2,558
2768,2768,3,558
2769,2769,1,559
2770,2770,2,559
2771,2771,3,559
2772,2772,1,560
2773,2773,2,560
2774,2774,3,560
2775,2775,1,561
2776,2776,2,561
2777,2777,3,561
2778,2778,1,562
2779,2779,2,562
2780,2780,3,562
2781,2781,1,563
2782,2782,2,563
2783,2783,3,563
2784,2784,1,564
2785,2785,2,564
2786,2786,3,564
2787,2787,1,565
2788,2788,2,565
2789,2789,3,565
2790,2790,4,565
2791,2791,1,566
2792,2792,2,566
2793,2793,3,566
2794,2794,4,566
2795,2795,1,567
2796,2796,2,567
2797,2797,3,567
2798,2798,1,568
2799,2799,2,568
2800,2800,3,568
2801,2801,1,569
2802,2802,2,569
2803,2803,3,569
2804,2804,1,570
2805,2805,2,570
2806,2806,3,570
2807,2807,1,571
2808,2808,2,571
2809,2809,3,571
2810,2810,1,572
2811,2811,2,572
2812,2812,3,572
2813,2813,1,573
2814,2814,2,573
2815,2815,3,573
2816,2816,1,574
2817,2817,2,574
2818,2818,3,574
2819,2819,1,575
2820,2820,2,575
2821,2821,3,575
2822,2822,1,576
2823,2823,2,576
2824,2824,3,576
2825,2825,4,576
2826,2826,5,576
2827,2827,6,576
2828,2828,7,576
2829,2829,8,576
2830,2830,9,576
2831,2831,10,576
2832,2832,11,576
2833,2833,1,577
2834,2834,2,577
2835,2835,3,577
2836,2836,4,577
2837,2837,5,577
2838,2838,6,577
2839,2839,7,577
2840,2840,8,577
2841,2841,9,577
2842,2842,10,577
2843,2843,11,577
2844,2844,12,577
2845,2845,13,577
2846,2846,14,577
2847,2847,15,577
2848,2848,16,577
2849,2849,17,577
2850,2850,18,577
2851,2851,19,577
2852,2852,20,577
2853,2853,21,577
2854,2854,22,577
2855,2855,23,577
2856,2856,24,577
2857,2857,25,577
2858,2858,26,577
2859,2859,27,577
2860,2860,28,577
2861,2861,29,577
2862,2862,30,577
2863,2863,31,577
2864,2864,32,577
2865,2865,33,577
2866,2866,34,577
2867,2867,35,577
2868,2868,36,577
2869,2869,37,577
2870,2870,38,577
2871,2871,39,577
2872,2872,40,577
2873,2873,1,578
2874,2874,2,578
2875,2875,3,578
2876,2876,1,579
2877,2877,2,579
2878,2878,3,579
2879,2879,1,580
2880,2880,2,580
2881,2881,3,580
2882,2882,4,580
2883,2883,5,580
2884,2884,6,580
2885,2885,1,581
2886,2886,2,581
2887,2887,1,582
2888,2888,2,582
2889,2889,1,583
2890,2890,2,583
2891,2891,1,584
2892,2892,2,584
2893,2893,1,585
2894,2894,2,585
2895,2895,3,585
2896,2896,1,586
2897,2897,2,586
2898,2898,3,586
2899,2899,1,587
2900,2900,2,587
2901,2901,1,588
2902,2902,2,588
2903,2903,1,589
2904,2904,2,589
2905,2905,1,590
2906,2906,2,590
2907,2907,1,591
2908,2908,2,591
2909,2909,1,592
2910,2910,2,592
2911,2911,3,592
2912,2912,1,593
2913,2913,2,593
2914,2914,3,593
2915,2915,1,594
2916,2916,2,594
2917,2917,3,594
2918,2918,4,594
2919,2919,5,594
2920,2920,1,595
2921,2921,2,595
2922,2922,3,595
2923,2923,1,597
2924,2924,2,597
2925,2925,3,597
2926,2926,1,598
2927,2927,2,598
2928,2928,3,598
2929,2929,1,599
2930,2930,2,599
2931,2931,3,599
2932,2932,1,600
2933,2933,2,600
2934,2934,3,600
2935,2935,1,601
2936,2936,2,601
2937,2937,3,601
2938,2938,4,601
2939,2939,1,602
2940,2940,2,602
2941,2941,3,602
2942,2942,4,602
2943,2943,1,603
2944,2944,2,603
2945,2945,3,603
2946,2946,4,603
2947,2947,1,604
2948,2948,2,604
2949,2949,3,604
2950,2950,4,604
2951,2951,1,605
2952,2952,2,605
2953,2953,3,605
2954,2954,4,605
2955,2955,1,606
2956,2956,2,606
2957,2957,1,607
2958,2958,2,607
2959,2959,3,607
2960,2960,4,607
2961,2961,1,608
2962,2962,2,608
2963,2963,3,608
2964,2964,4,608
2965,2965,1,609
2966,2966,2,609
2967,2967,3,609
2968,2968,4,609
2969,2969,1,610
2970,2970,2,610
2971,2971,3,610
2972,2972,4,610
2973,2973,5,610
2974,2974,6,610
2975,2975,7,610
2976,2976,8,610
2977,2977,9,610
2978,2978,10,610
2979,2979,11,610
2980,2980,12,610
2981,2981,13,610
2982,2982,14,610
2983,2983,15,610
2984,2984,16,610
2985,2985,17,610
2986,2986,18,610
2987,2987,1,611
2988,2988,2,611
2989,2989,3,611
2990,2990,4,611
2991,2991,1,612
2992,2992,2,612
2993,2993,3,612
2994,2994,4,612
2995,2995,1,613
2996,2996,2,613
2997,2997,3,613
2998,2998,4,613
2999,2999,1,614
3000,3000,2,614
3001,3001,3,614
3002,3002,4,614
3003,3003,1,615
3004,3004,2,615
3005,3005,3,615
3006,3006,4,615
3007,3007,1,616
3008,3008,2,616
3009,3009,3,616
3010,3010,4,616
3011,3011,1,617
3012,3012,2,617
3013,3013,3,617
3014,3014,4,617
3015,3015,1,618
3016,3016,2,618
3017,3017,3,618
3018,3018,4,618
3019,3019,1,619
3020,3020,2,619
3021,3021,3,619
3022,3022,4,619
3023,3023,1,620
3024,3024,2,620
3025,3025,3,620
3026,3026,4,620
3027,3027,1,621
3028,3028,2,621
3029,3029,3,621
3030,3030,4,621
3031,3031,1,622
3032,3032,2,622
3033,3033,3,622
3034,3034,4,622
3035,3035,1,623
3036,3036,2,623
3037,3037,3,623
3038,3038,4,623
3039,3039,1,624
3040,3040,2,624
3041,3041,3,624
3042,3042,1,625
3043,3043,2,625
3044,3044,3,625
3045,3045,1,626
3046,3046,2,626
3047,3047,3,626
3048,3048,1,627
3049,3049,2,627
3050,3050,1,628
3051,3051,2,628
3052,3052,1,629
3053,3053,2,629
3054,3054,1,630
3055,3055,2,630
3056,3056,1,631
3057,3057,2,631
3058,3058,1,632
3059,3059,2,632
3060,3060,3,632
3061,3061,4,632
3062,3062,1,633
3063,3063,2,633
3064,3064,3,633
3065,3065,4,633
3066,3066,5,633
3067,3067,6,633
3068,3068,1,634
3069,3069,1,635
3070,3070,2,635
3071,3071,1,636
3072,3072,2,636
3073,3073,3,636
3074,3074,4,636
3075,3075,5,636
3076,3076,6,636
3077,3077,7,636
3078,3078,8,636
3079,3079,9,636
3080,3080,10,636
3081,3081,11,636
3082,3082,12,636
3083,3083,13,636
3084,3084,14,636
3085,3085,15,636
3086,3086,16,636
3087,3087,17,636
3088,3088,18,636
3089,3089,19,636
3090,3090,20,636
3091,3091,21,636
3092,3092,22,636
3093,3093,23,636
3094,3094,24,636
3095,3095,1,637
3096,3096,2,637
3097,3097,3,637
3098,3098,1,638
3099,3099,2,638
3100,3100,1,639
3101,3101,2,639
3102,3102,3,639
3103,29906,3,1747
3104,29909,37,3943
3105,29910,38,3943
3106,29911,22,4400
3107,29912,23,4400
3108,29913,1,457
3109,29914,2,457
3110,29976,152,4143
3111,29977,153,4143
3112,29978,154,4143
3113,29979,155,4143
3114,29980,13,1135
3115,29981,14,1135
3116,29982,15,1135
3117,29983,16,1135
3118,29984,17,1135
3119,29985,18,1135
3120,3120,1,641
3121,3121,2,641
3122,3122,3,641
3123,3123,4,641
3124,3124,5,641
3125,3125,6,641
3126,3126,7,641
3127,3127,8,641
3128,3128,9,641
3129,3129,10,641
3130,29200,1,324
3131,29201,2,324
3132,29202,3,324
3133,29203,4,324
3134,29204,7,2972
3135,29191,4,322
3136,29192,1,323
3137,29193,2,323
3138,29194,3,323
3139,29195,4,323
3140,29196,25,4300
3141,29197,26,4300
3142,29198,27,4300
3143,29199,3,273
3144,29205,8,290
3145,29206,9,290
3146,29207,17,321
3147,29208,18,321
3148,3148,1,642
3149,3149,2,642
3150,3150,3,642
3151,3151,4,642
3152,3152,5,642
3153,3153,6,642
3154,3154,7,642
3155,3155,8,642
3156,3156,9,642
3157,3157,10,642
3158,3158,11,642
3159,3159,12,642
3160,3160,13,642
3161,3161,14,642
3162,3162,15,642
3163,3163,16,642
3164,3164,17,642
3165,3165,18,642
3166,3166,19,642
3167,3167,20,642
3168,3168,21,642
3169,3169,22,642
3170,3170,23,642
3171,3171,24,642
3172,3172,25,642
3173,3173,26,642
3174,3174,27,642
3175,3175,28,642
3176,3176,29,642
3177,3177,30,642
3178,3178,31,642
3179,3179,32,642
3180,3180,33,642
3181,3181,34,642
3182,3182,1,643
3183,3183,2,643
3184,3184,3,643
3185,3185,4,643
3186,3186,5,643
3187,3187,6,643
3188,3188,7,643
3189,3189,8,643
3190,3190,9,643
3191,3191,10,643
3192,3192,11,643
3193,3193,12,643
3194,3194,13,643
3195,3195,14,643
3196,3196,15,643
3197,3197,16,643
3198,3198,17,643
3199,3199,18,643
3200,3200,19,643
3201,29209,133,4296
3202,29210,19,321
3203,29211,20,321
3204,29212,134,4296
3205,29213,21,321
3206,29214,51,295
3207,29215,22,321
3208,29216,135,4296
3209,29217,23,321
3210,29218,17,3890
3211,29219,18,3890
3212,29220,5,324
3213,29221,6,324
3214,29222,7,324
3215,29223,8,324
3216,29224,9,324
3217,29225,10,324
3218,29226,11,324
3219,29227,12,324
3220,29228,13,324
3221,29229,14,324
3222,29230,15,324
3223,29231,16,324
3224,29232,17,324
3225,29233,18,324
3226,29234,19,324
3227,29235,20,324
3228,29236,21,324
3229,29237,22,324
3230,29238,23,324
3231,29239,24,324
3232,29240,25,324
3233,29241,26,324
3234,29242,27,324
3235,29243,28,324
3236,29244,29,324
3237,29245,30,324
3238,29246,31,324
3239,29247,32,324
3240,29248,33,324
3241,29249,34,324
3242,29250,35,324
3243,29251,36,324
3244,29252,37,324
3245,29253,38,324
3246,29254,39,324
3247,29255,40,324
3248,29256,41,324
3249,29257,42,324
3250,29258,43,324
3251,3251,1,644
3252,3252,2,644
3253,29259,44,324
3254,29260,45,324
3255,29261,46,324
3256,3256,1,645
3257,3257,2,645
